"","Accuracy","Precision","Sensitivity","Specificity"
"1",0.881064162754304,NA,0,1
"2",0.912225705329154,NA,0,1
"3",0.907523510971787,NA,0,1
"4",0.893416927899687,NA,0,1
"5",0.890453834115806,NA,0,1
"6",0.893416927899687,NA,0,1
"7",0.874608150470219,NA,0,1
"8",0.885579937304075,NA,0,1
"9",0.871473354231975,NA,0,1
"10",0.868544600938967,NA,0,1
