Algorithm_name,Environment size,Solution,Cost,States,Time
SimulatedAnnealing,15,"[9, 6, 12, 14, 1, 11, 2, 8, 10, 4, 13, 11, 0, 7, 5]",1,1147,0.08941459655761719
SimulatedAnnealing,15,"[7, 0, 4, 9, 14, 8, 3, 12, 6, 1, 11, 5, 5, 13, 10]",1,1147,0.0939176082611084
SimulatedAnnealing,15,"[3, 10, 4, 11, 0, 12, 6, 1, 5, 14, 14, 9, 7, 2, 13]",1,1147,0.09082508087158203
SimulatedAnnealing,15,"[8, 1, 3, 0, 10, 6, 11, 2, 12, 7, 13, 4, 14, 9, 5]",1,1147,0.09313464164733887
SimulatedAnnealing,15,"[4, 7, 13, 3, 9, 2, 14, 10, 6, 1, 6, 12, 0, 8, 5]",1,1147,0.09333324432373047
SimulatedAnnealing,15,"[8, 10, 3, 9, 6, 2, 0, 14, 7, 4, 13, 11, 5, 1, 6]",1,1003,0.09194421768188477
SimulatedAnnealing,15,"[12, 0, 6, 11, 1, 14, 7, 3, 10, 2, 13, 9, 4, 13, 8]",1,1147,0.09202408790588379
SimulatedAnnealing,15,"[7, 3, 1, 9, 12, 0, 2, 10, 5, 14, 1, 4, 13, 11, 8]",1,1147,0.09476351737976074
SimulatedAnnealing,15,"[6, 6, 14, 7, 11, 0, 2, 4, 9, 3, 12, 10, 1, 13, 5]",1,1147,0.09006452560424805
SimulatedAnnealing,15,"[14, 7, 11, 6, 8, 5, 0, 0, 3, 14, 12, 9, 13, 4, 2]",2,1147,0.09980249404907227
SimulatedAnnealing,15,"[5, 1, 5, 7, 11, 13, 3, 6, 14, 10, 2, 0, 8, 4, 9]",1,559,0.04376935958862305
SimulatedAnnealing,15,"[13, 12, 6, 8, 11, 2, 4, 9, 1, 3, 10, 14, 7, 5, 0]",1,1147,0.0924980640411377
SimulatedAnnealing,15,"[12, 10, 2, 11, 1, 4, 7, 3, 0, 13, 8, 14, 5, 7, 9]",1,1147,0.0890803337097168
SimulatedAnnealing,15,"[3, 5, 11, 9, 1, 13, 4, 14, 8, 10, 12, 0, 2, 4, 6]",1,1147,0.09881377220153809
SimulatedAnnealing,15,"[3, 1, 12, 14, 2, 6, 10, 0, 4, 6, 9, 13, 7, 5, 8]",2,1147,0.09116101264953613
SimulatedAnnealing,15,"[8, 5, 12, 10, 0, 4, 6, 13, 9, 14, 1, 3, 7, 11, 2]",1,1147,0.09909558296203613
SimulatedAnnealing,15,"[8, 1, 9, 2, 13, 11, 3, 5, 10, 14, 4, 12, 7, 0, 6]",1,1147,0.09235477447509766
SimulatedAnnealing,15,"[5, 0, 6, 14, 12, 1, 8, 13, 2, 4, 9, 11, 3, 10, 7]",1,1147,0.11771178245544434
SimulatedAnnealing,15,"[2, 13, 3, 9, 14, 10, 4, 1, 12, 8, 6, 0, 7, 5, 11]",1,1147,0.09101438522338867
SimulatedAnnealing,15,"[9, 7, 1, 8, 6, 0, 14, 10, 4, 13, 3, 12, 2, 5, 2]",1,749,0.06931424140930176
SimulatedAnnealing,15,"[2, 10, 3, 13, 8, 12, 1, 6, 14, 5, 0, 4, 9, 7, 14]",1,513,0.03935503959655762
