Algorithm name,Solution,Iterations,Time
CSP Backtracking,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",20280,0.07280492782592773
CSP Backtracking,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",20280,0.07582426071166992
CSP Backtracking,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",20280,0.07280707359313965
CSP Backtracking,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",20280,0.07181644439697266
CSP Backtracking,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",20280,0.07483243942260742
CSP Backtracking,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",20280,0.07579898834228516
CSP Backtracking,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",20280,0.07280302047729492
CSP Backtracking,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",20280,0.07380247116088867
CSP Backtracking,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",20280,0.07278180122375488
CSP Backtracking,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",20280,0.07082009315490723
CSP Backtracking,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",20280,0.07577061653137207
CSP Backtracking,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",20280,0.07380104064941406
CSP Backtracking,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",20280,0.07183384895324707
CSP Backtracking,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",20280,0.07480001449584961
CSP Backtracking,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",20280,0.07178330421447754
CSP Backtracking,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",20280,0.07084226608276367
CSP Backtracking,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",20280,0.07181310653686523
CSP Backtracking,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",20280,0.07679486274719238
CSP Backtracking,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",20280,0.07081079483032227
CSP Forward Checking,"[1, 3, 0, 2]",9,0.0
CSP Forward Checking,"[1, 3, 0, 2]",9,0.0
CSP Forward Checking,"[1, 3, 0, 2]",9,0.0
CSP Forward Checking,"[1, 3, 0, 2]",9,0.0
CSP Forward Checking,"[1, 3, 0, 2]",9,0.0
CSP Forward Checking,"[1, 3, 0, 2]",9,0.0
CSP Forward Checking,"[1, 3, 0, 2]",9,0.0
CSP Forward Checking,"[1, 3, 0, 2]",9,0.0
CSP Forward Checking,"[1, 3, 0, 2]",9,0.0
CSP Forward Checking,"[1, 3, 0, 2]",9,0.0
CSP Forward Checking,"[1, 3, 0, 2]",9,0.0
CSP Forward Checking,"[1, 3, 0, 2]",9,0.0
CSP Forward Checking,"[1, 3, 0, 2]",9,0.0
CSP Forward Checking,"[1, 3, 0, 2]",9,0.0
CSP Forward Checking,"[1, 3, 0, 2]",9,0.0
CSP Forward Checking,"[1, 3, 0, 2]",9,0.0
CSP Forward Checking,"[1, 3, 0, 2]",9,0.0
CSP Forward Checking,"[1, 3, 0, 2]",9,0.0
CSP Forward Checking,"[1, 3, 0, 2]",9,0.0
CSP Forward Checking,"[1, 3, 0, 2]",9,0.0
CSP Forward Checking,"[1, 3, 0, 2]",9,0.0
CSP Forward Checking,"[1, 3, 0, 2]",9,0.0
CSP Forward Checking,"[1, 3, 0, 2]",9,0.0
CSP Forward Checking,"[1, 3, 0, 2]",9,0.0
CSP Forward Checking,"[1, 3, 0, 2]",9,0.0
CSP Forward Checking,"[1, 3, 0, 2]",9,0.0
CSP Forward Checking,"[1, 3, 0, 2]",9,0.0009870529174804688
CSP Forward Checking,"[1, 3, 0, 2]",9,0.0
CSP Forward Checking,"[1, 3, 0, 2]",9,0.0
CSP Forward Checking,"[1, 3, 0, 2]",9,0.0
CSP Forward Checking,"[0, 4, 7, 5, 2, 6, 1, 3]",113,0.0019943714141845703
CSP Forward Checking,"[0, 4, 7, 5, 2, 6, 1, 3]",113,0.0009951591491699219
CSP Forward Checking,"[0, 4, 7, 5, 2, 6, 1, 3]",113,0.0009953975677490234
CSP Forward Checking,"[0, 4, 7, 5, 2, 6, 1, 3]",113,0.001995086669921875
CSP Forward Checking,"[0, 4, 7, 5, 2, 6, 1, 3]",113,0.001970052719116211
CSP Forward Checking,"[0, 4, 7, 5, 2, 6, 1, 3]",113,0.0009975433349609375
CSP Forward Checking,"[0, 4, 7, 5, 2, 6, 1, 3]",113,0.000997781753540039
CSP Forward Checking,"[0, 4, 7, 5, 2, 6, 1, 3]",113,0.0019948482513427734
CSP Forward Checking,"[0, 4, 7, 5, 2, 6, 1, 3]",113,0.001995086669921875
CSP Forward Checking,"[0, 4, 7, 5, 2, 6, 1, 3]",113,0.000997304916381836
CSP Forward Checking,"[0, 4, 7, 5, 2, 6, 1, 3]",113,0.0019948482513427734
CSP Forward Checking,"[0, 4, 7, 5, 2, 6, 1, 3]",113,0.0019943714141845703
CSP Forward Checking,"[0, 4, 7, 5, 2, 6, 1, 3]",113,0.000997304916381836
CSP Forward Checking,"[0, 4, 7, 5, 2, 6, 1, 3]",113,0.000997304916381836
CSP Forward Checking,"[0, 4, 7, 5, 2, 6, 1, 3]",113,0.001994609832763672
CSP Forward Checking,"[0, 4, 7, 5, 2, 6, 1, 3]",113,0.0009970664978027344
CSP Forward Checking,"[0, 4, 7, 5, 2, 6, 1, 3]",113,0.0019943714141845703
CSP Forward Checking,"[0, 4, 7, 5, 2, 6, 1, 3]",113,0.0019953250885009766
CSP Forward Checking,"[0, 4, 7, 5, 2, 6, 1, 3]",113,0.000997304916381836
CSP Forward Checking,"[0, 4, 7, 5, 2, 6, 1, 3]",113,0.0019953250885009766
CSP Forward Checking,"[0, 4, 7, 5, 2, 6, 1, 3]",113,0.0019953250885009766
CSP Forward Checking,"[0, 4, 7, 5, 2, 6, 1, 3]",113,0.0009970664978027344
CSP Forward Checking,"[0, 4, 7, 5, 2, 6, 1, 3]",113,0.0009968280792236328
CSP Forward Checking,"[0, 4, 7, 5, 2, 6, 1, 3]",113,0.0019948482513427734
CSP Forward Checking,"[0, 4, 7, 5, 2, 6, 1, 3]",113,0.0019948482513427734
CSP Forward Checking,"[0, 4, 7, 5, 2, 6, 1, 3]",113,0.0019953250885009766
CSP Forward Checking,"[0, 4, 7, 5, 2, 6, 1, 3]",113,0.001994609832763672
CSP Forward Checking,"[0, 4, 7, 5, 2, 6, 1, 3]",113,0.000997304916381836
CSP Forward Checking,"[0, 4, 7, 5, 2, 6, 1, 3]",113,0.0009965896606445312
CSP Forward Checking,"[0, 4, 7, 5, 2, 6, 1, 3]",113,0.0019948482513427734
CSP Forward Checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]",102,0.0009975433349609375
CSP Forward Checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]",102,0.001993417739868164
CSP Forward Checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]",102,0.0019943714141845703
CSP Forward Checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]",102,0.0009965896606445312
CSP Forward Checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]",102,0.001992464065551758
CSP Forward Checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]",102,0.0019943714141845703
CSP Forward Checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]",102,0.0019948482513427734
CSP Forward Checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]",102,0.0019922256469726562
CSP Forward Checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]",102,0.0009975433349609375
CSP Forward Checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]",102,0.0019707679748535156
CSP Forward Checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]",102,0.0019948482513427734
CSP Forward Checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]",102,0.000997781753540039
CSP Forward Checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]",102,0.001994609832763672
CSP Forward Checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]",102,0.0009725093841552734
CSP Forward Checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]",102,0.0019876956939697266
CSP Forward Checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]",102,0.0009744167327880859
CSP Forward Checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]",102,0.001983165740966797
CSP Forward Checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]",102,0.0019948482513427734
CSP Forward Checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]",102,0.0009980201721191406
CSP Forward Checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]",102,0.001969575881958008
CSP Forward Checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]",102,0.0009980201721191406
CSP Forward Checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]",102,0.001996278762817383
CSP Forward Checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]",102,0.0019943714141845703
CSP Forward Checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]",102,0.0019943714141845703
CSP Forward Checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]",102,0.001995563507080078
CSP Forward Checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]",102,0.0009984970092773438
CSP Forward Checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]",102,0.0019953250885009766
CSP Forward Checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]",102,0.0019943714141845703
CSP Forward Checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]",102,0.0019969940185546875
